,hardness-agree,hardness-maj,hardness-votes,n_votes,prep,rigidness-agree,rigidness-maj,rigidness-votes,size-agree,size-maj,size-votes,sub,verb,verb-speed-agree,verb-speed-maj,verb-speed-votes,weight-agree,weight-maj,weight-votes
725,3,-1,"[-1, -1, -1]",3,from,2,-1,"[-1, -42, -1]",3,-1,"[-1, -1, -1]",_dp,picked,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
726,2,1,"[-42, 1, 1]",3,,2,-42,"[-42, -42, -1]",2,-42,"[-42, 1, -42]",_d,developed,2,-42,"[-42, -42, 1]",3,1,"[1, 1, 1]"
727,2,-42,"[-42, -42, 1]",3,,2,-42,"[-42, -42, 1]",2,-42,"[-42, -42, 1]",_od,developed,3,-42,"[-42, -42, -42]",2,-42,"[-42, -42, 1]"
728,2,-42,"[-42, -1, -42]",3,for,2,-42,"[-42, -1, -42]",2,-42,"[-42, -1, -42]",_dp,developed,2,-42,"[-42, 1, -42]",2,-42,"[-42, -1, -42]"
729,2,-1,"[-1, -1, -42]",3,over,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_op,crossed,3,1,"[1, 1, 1]",2,-1,"[-1, -1, -42]"
730,2,-42,"[-42, -42, -1]",3,over,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_p,crossed,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
731,2,-1,"[-42, -1, -1]",3,,2,-1,"[-1, -1, 1]",3,-1,"[-1, -1, -1]",_d,crossed,2,1,"[1, 1, -1]",2,-1,"[-42, -1, -1]"
732,3,-1,"[-1, -1, -1]",3,,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_od,crossed,3,1,"[1, 1, 1]",2,-1,"[-1, -42, -1]"
733,3,-42,"[-42, -42, -42]",3,over,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]",_dp,crossed,3,-42,"[-42, -42, -42]",2,-42,"[-42, -1, -42]"
734,2,-42,"[-1, -42, -42]",3,in,2,-42,"[-1, -42, -42]",2,-1,"[-1, -1, -42]",_dp,crossed,3,1,"[1, 1, 1]",2,-1,"[-1, -1, -42]"
735,3,1,"[1, 1, 1]",3,with,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]",_dp,crossed,2,-1,"[-42, -1, -1]",3,1,"[1, 1, 1]"
736,2,-42,"[-42, 1, -42]",3,by,2,-42,"[-42, 1, -42]",2,1,"[-1, 1, 1]",_dp,crossed,2,-1,"[-42, -1, -1]",2,1,"[-42, 1, 1]"
737,2,-42,"[-42, -1, -42]",3,,2,-1,"[-1, -1, -42]",2,-42,"[-42, -1, -42]",_d,built,2,1,"[1, -1, 1]",2,-42,"[-42, -1, -42]"
738,3,-1,"[-1, -1, -1]",3,,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_od,built,2,-42,"[1, -42, -42]",3,-1,"[-1, -1, -1]"
739,2,-1,"[-42, -1, -1]",3,in,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_dp,built,3,-42,"[-42, -42, -42]",2,-1,"[-42, -1, -1]"
740,2,-42,"[1, -42, -42]",3,with,2,1,"[1, -42, 1]",3,1,"[1, 1, 1]",_dp,built,2,-42,"[-42, -42, -1]",3,1,"[1, 1, 1]"
741,3,-42,"[-42, -42, -42]",3,at,3,-42,"[-42, -42, -42]",3,-1,"[-1, -1, -1]",_dp,built,2,-42,"[-42, -42, -1]",2,-42,"[-42, 1, -42]"
742,1,-42,"[-1, 1, -42]",3,for,2,1,"[1, 1, -1]",2,1,"[1, 1, -42]",_dp,built,2,-1,"[-1, -1, 1]",2,1,"[1, 1, -42]"
743,2,-1,"[-42, -1, -1]",3,in,1,-42,"[-42, 1, -1]",3,-1,"[-1, -1, -1]",_op,waited,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]"
744,2,-42,"[-42, 1, -42]",3,on,2,1,"[1, 1, -42]",2,-42,"[-42, 1, -42]",_op,waited,1,-42,"[-1, -42, 1]",2,-42,"[-42, 1, -42]"
745,3,-42,"[-42, -42, -42]",3,for,2,-42,"[1, -42, -42]",3,-42,"[-42, -42, -42]",_op,waited,2,-42,"[-1, -42, -42]",3,-42,"[-42, -42, -42]"
746,3,-1,"[-1, -1, -1]",3,in,2,-1,"[-1, -1, 1]",3,-1,"[-1, -1, -1]",_p,waited,1,-42,"[-42, 1, -1]",3,-1,"[-1, -1, -1]"
747,2,-42,"[-42, -1, -42]",3,on,1,-42,"[-42, -1, 1]",1,-42,"[1, -1, -42]",_p,waited,1,-42,"[1, -42, -1]",2,-42,"[-42, -1, -42]"
748,3,-42,"[-42, -42, -42]",3,for,2,-42,"[-42, 1, -42]",3,-42,"[-42, -42, -42]",_p,waited,2,-1,"[1, -1, -1]",3,-42,"[-42, -42, -42]"
749,2,-42,"[-1, -42, -42]",3,,2,-42,"[-1, -42, -42]",2,-42,"[-1, -42, -42]",_d,waited,3,-42,"[-42, -42, -42]",2,-42,"[-1, -42, -42]"
750,1,-42,"[-1, 1, -42]",3,,1,-42,"[-1, 1, -42]",1,-42,"[-1, 1, -42]",_od,waited,1,-42,"[-42, 1, -1]",1,-42,"[-1, 1, -42]"
751,2,-1,"[-1, -42, -1]",3,,2,-1,"[-1, -42, -1]",3,-1,"[-1, -1, -1]",_d,drove,2,-42,"[-42, -1, -42]",2,-1,"[-1, -42, -1]"
752,2,-1,"[-42, -1, -1]",3,,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_od,drove,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]"
753,3,-1,"[-1, -1, -1]",3,in,2,-1,"[1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,drove,2,1,"[-1, 1, 1]",2,-1,"[1, -1, -1]"
754,3,-1,"[-1, -1, -1]",3,into,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_dp,drove,2,1,"[1, 1, -42]",3,-1,"[-1, -1, -1]"
755,3,-1,"[-1, -1, -1]",3,through,3,-1,"[-1, -1, -1]",3,-1,"[-1, -1, -1]",_dp,drove,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
756,2,1,"[1, 1, -42]",3,with,2,-42,"[1, -42, -42]",3,1,"[1, 1, 1]",_dp,drove,2,-42,"[-42, 1, -42]",3,1,"[1, 1, 1]"
757,2,-42,"[-1, -42, -42]",3,from,2,-1,"[-1, -1, -42]",3,-1,"[-1, -1, -1]",_dp,drove,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]"
758,2,1,"[1, -42, 1]",3,for,1,-42,"[-1, -42, 1]",3,1,"[1, 1, 1]",_dp,drove,3,1,"[1, 1, 1]",3,1,"[1, 1, 1]"
759,2,1,"[1, -42, 1]",3,,1,-42,"[-1, -42, 1]",2,1,"[1, -42, 1]",_d,won,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]"
760,2,1,"[1, -42, 1]",3,,2,-42,"[-42, -42, 1]",2,-42,"[-42, -42, 1]",_od,won,2,-42,"[-42, -42, 1]",2,-42,"[-42, -42, 1]"
761,2,-42,"[-42, -1, -42]",3,in,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_dp,won,2,-42,"[-42, 1, -42]",2,-1,"[-42, -1, -1]"
762,1,-42,"[-1, -42, 1]",3,with,2,-42,"[1, -42, -42]",1,-42,"[-1, -42, 1]",_dp,won,2,-42,"[-42, -1, -42]",1,-42,"[-1, -42, 1]"
763,2,-42,"[1, -42, -42]",3,for,2,-42,"[-1, -42, -42]",2,-42,"[1, -42, -42]",_dp,won,2,-42,"[1, -42, -42]",2,-42,"[1, -42, -42]"
764,1,-42,"[-42, -1, 1]",3,,1,-42,"[-42, -1, 1]",3,1,"[1, 1, 1]",_d,obtained,2,-42,"[-42, 1, -42]",2,1,"[-42, 1, 1]"
765,2,1,"[-42, 1, 1]",3,,2,-42,"[-42, -1, -42]",3,1,"[1, 1, 1]",_od,obtained,3,-42,"[-42, -42, -42]",3,1,"[1, 1, 1]"
766,1,-42,"[1, -1, -42]",3,from,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_dp,obtained,3,-42,"[-42, -42, -42]",2,-1,"[-42, -1, -1]"
767,3,1,"[1, 1, 1]",3,,1,-42,"[-42, -1, 1]",3,1,"[1, 1, 1]",_d,pushed,2,-42,"[-1, -42, -42]",2,1,"[-1, 1, 1]"
768,2,1,"[1, 1, -42]",3,,1,-42,"[1, -1, -42]",2,1,"[1, 1, -42]",_od,pushed,2,-42,"[1, -42, -42]",2,1,"[1, 1, -42]"
769,2,-42,"[-1, -42, -42]",3,in,1,-42,"[-1, -42, 1]",3,-1,"[-1, -1, -1]",_dp,pushed,3,1,"[1, 1, 1]",2,-1,"[-1, -1, -42]"
770,2,-1,"[-1, -1, -42]",3,on,2,-42,"[-1, -42, -42]",3,-1,"[-1, -1, -1]",_dp,pushed,2,1,"[-42, 1, 1]",2,-1,"[-1, -1, -42]"
771,2,-42,"[-1, -42, -42]",3,into,2,-42,"[-1, -42, -42]",2,-42,"[-1, -42, -42]",_dp,pushed,2,1,"[1, 1, -42]",2,-42,"[-1, -42, -42]"
772,2,-1,"[-1, -1, -42]",3,through,2,-1,"[-1, -1, 1]",3,-1,"[-1, -1, -1]",_dp,pushed,3,1,"[1, 1, 1]",2,-1,"[-1, -1, -42]"
773,2,1,"[1, 1, -42]",3,with,2,1,"[1, 1, -42]",2,1,"[1, 1, -1]",_dp,pushed,1,-42,"[-1, -42, 1]",2,1,"[1, 1, -1]"
774,2,-1,"[-1, -42, -1]",3,from,1,-42,"[-1, -42, 1]",2,-1,"[-1, -42, -1]",_dp,pushed,2,1,"[1, -42, 1]",3,-1,"[-1, -1, -1]"
775,2,-42,"[-42, -1, -42]",3,from,2,-42,"[-42, -42, -1]",2,1,"[1, -1, 1]",_op,gained,3,-42,"[-42, -42, -42]",1,-42,"[-42, -1, 1]"
776,2,1,"[-42, 1, 1]",3,from,2,1,"[-42, 1, 1]",2,1,"[-42, 1, 1]",_p,gained,2,1,"[-42, 1, 1]",2,1,"[-42, 1, 1]"
777,2,-42,"[1, -42, -42]",3,,1,-42,"[1, -1, -42]",2,1,"[1, -42, 1]",_d,gained,2,-42,"[1, -42, -42]",2,-42,"[-42, -42, 1]"
778,2,1,"[1, 1, -1]",3,,2,-42,"[-42, -1, -42]",2,1,"[1, 1, -1]",_od,gained,3,-42,"[-42, -42, -42]",2,1,"[1, 1, -1]"
779,3,1,"[1, 1, 1]",3,,2,-1,"[-1, -1, 1]",3,1,"[1, 1, 1]",_d,lifted,2,1,"[1, 1, -42]",3,1,"[1, 1, 1]"
780,2,1,"[1, -42, 1]",3,,1,-42,"[1, -42, -1]",3,1,"[1, 1, 1]",_od,lifted,2,-1,"[-42, -1, -1]",3,1,"[1, 1, 1]"
781,2,-42,"[-42, -1, -42]",3,in,2,-1,"[-1, -1, -42]",2,-1,"[-1, -42, -1]",_dp,lifted,2,1,"[-42, 1, 1]",3,-1,"[-1, -1, -1]"
782,2,-1,"[-42, -1, -1]",3,on,2,-42,"[-42, -42, -1]",2,-1,"[-1, -42, -1]",_dp,lifted,2,-42,"[1, -42, -42]",2,-1,"[-1, -42, -1]"
783,1,-42,"[-42, -1, 1]",3,with,2,1,"[-42, 1, 1]",2,1,"[-42, 1, 1]",_dp,lifted,2,-42,"[-42, -1, -42]",1,-42,"[-42, -1, 1]"
784,2,-1,"[-42, -1, -1]",3,from,2,-1,"[-42, -1, -1]",3,-1,"[-1, -1, -1]",_dp,lifted,2,1,"[1, 1, -42]",2,-1,"[-42, -1, -1]"
785,3,-42,"[-42, -42, -42]",3,,3,-42,"[-42, -42, -42]",2,-42,"[-42, -42, 1]",_d,expressed,2,-42,"[-42, -42, 1]",2,-42,"[-42, -42, 1]"
786,3,-42,"[-42, -42, -42]",3,,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]",_od,expressed,2,-42,"[1, -42, -42]",3,-42,"[-42, -42, -42]"
787,2,-42,"[-1, -42, -42]",3,for,2,-42,"[-1, -42, -42]",2,-1,"[-1, -1, -42]",_op,accepted,3,-42,"[-42, -42, -42]",2,-42,"[-1, -42, -42]"
788,1,-42,"[1, -42, -1]",3,for,2,-1,"[-1, -42, -1]",1,-42,"[1, -42, -1]",_p,accepted,2,-42,"[-42, -42, 1]",1,-42,"[1, -42, -1]"
789,2,1,"[1, 1, -42]",3,,1,-42,"[-1, 1, -42]",3,1,"[1, 1, 1]",_d,accepted,2,-42,"[1, -42, -42]",2,1,"[1, 1, -42]"
790,2,-42,"[1, -42, -42]",3,,2,1,"[1, 1, -42]",3,1,"[1, 1, 1]",_od,accepted,2,-1,"[-1, -1, -42]",2,1,"[1, 1, -42]"
791,2,-1,"[-42, -1, -1]",3,in,2,-1,"[-42, -1, -1]",2,-1,"[-1, -42, -1]",_dp,accepted,3,-42,"[-42, -42, -42]",2,-42,"[-42, -42, -1]"
792,3,-42,"[-42, -42, -42]",3,for,2,-42,"[-1, -42, -42]",2,-1,"[-1, -1, -42]",_dp,accepted,3,-42,"[-42, -42, -42]",2,-1,"[-1, -1, -42]"
793,3,-42,"[-42, -42, -42]",3,as,2,-42,"[-42, 1, -42]",2,-42,"[-42, 1, -42]",_dp,accepted,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
794,2,-1,"[-42, -1, -1]",3,in,2,-42,"[-1, -42, -42]",3,-1,"[-1, -1, -1]",_op,changed,2,-42,"[1, -42, -42]",2,-1,"[-42, -1, -1]"
795,3,-42,"[-42, -42, -42]",3,in,2,-42,"[-42, -1, -42]",2,-1,"[-1, -1, -42]",_p,changed,2,-42,"[1, -42, -42]",2,-42,"[-42, -1, -42]"
796,2,1,"[1, 1, -42]",3,,2,-42,"[-1, -42, -42]",2,1,"[1, 1, -42]",_d,changed,2,-42,"[1, -42, -42]",3,1,"[1, 1, 1]"
797,1,-42,"[-1, 1, -42]",3,,2,1,"[-42, 1, 1]",2,-42,"[-1, -42, -42]",_od,changed,3,-42,"[-42, -42, -42]",2,-42,"[-1, -42, -42]"
798,2,-42,"[-42, -1, -42]",3,on,2,-1,"[-42, -1, -1]",2,-1,"[-42, -1, -1]",_dp,changed,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]"
799,3,-42,"[-42, -42, -42]",3,for,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]",_op,covered,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
800,3,-42,"[-42, -42, -42]",3,for,2,-42,"[-1, -42, -42]",3,-42,"[-42, -42, -42]",_p,covered,3,-42,"[-42, -42, -42]",3,-42,"[-42, -42, -42]"
801,2,1,"[1, 1, -42]",3,,3,-1,"[-1, -1, -1]",2,-1,"[1, -1, -1]",_d,covered,3,1,"[1, 1, 1]",2,-1,"[1, -1, -1]"
802,2,-42,"[-1, -42, -42]",3,,2,-1,"[-1, -1, -42]",2,1,"[1, 1, -42]",_od,covered,2,1,"[1, 1, -42]",2,-42,"[1, -42, -42]"
803,1,-42,"[-1, 1, -42]",3,in,1,-42,"[-1, 1, -42]",1,-42,"[-1, 1, -42]",_dp,covered,1,-42,"[1, -1, -42]",1,-42,"[-1, 1, -42]"
804,1,-42,"[-1, -42, 1]",3,with,3,1,"[1, 1, 1]",3,-1,"[-1, -1, -1]",_dp,covered,2,-42,"[-42, 1, -42]",2,1,"[-1, 1, 1]"
805,2,-42,"[-42, -42, -1]",3,for,2,-42,"[-42, -42, -1]",2,-42,"[-42, -42, -1]",_dp,covered,2,-42,"[-42, -42, 1]",2,-42,"[-42, -42, -1]"
806,2,1,"[-42, 1, 1]",3,,2,1,"[1, -1, 1]",3,1,"[1, 1, 1]",_d,contained,3,-42,"[-42, -42, -42]",3,1,"[1, 1, 1]"
807,2,1,"[-42, 1, 1]",3,,2,1,"[-42, 1, 1]",3,1,"[1, 1, 1]",_od,contained,1,-42,"[-42, 1, -1]",2,1,"[-1, 1, 1]"
808,2,-42,"[-42, -1, -42]",3,in,2,-42,"[-42, -1, -42]",3,-1,"[-1, -1, -1]",_dp,contained,2,-42,"[-42, -42, 1]",2,-1,"[-42, -1, -1]"
809,2,-42,"[-42, -42, 1]",3,,2,-42,"[-42, -1, -42]",2,-42,"[-42, -42, 1]",_d,touched,2,1,"[1, -42, 1]",2,-42,"[-42, -42, 1]"
810,3,-42,"[-42, -42, -42]",3,,2,-42,"[-42, -42, -1]",3,-42,"[-42, -42, -42]",_od,touched,2,1,"[-42, 1, 1]",3,-42,"[-42, -42, -42]"
811,3,1,"[1, 1, 1]",3,,2,-1,"[-1, 1, -1]",3,1,"[1, 1, 1]",_d,cast,2,-1,"[-1, -1, 1]",3,1,"[1, 1, 1]"
812,2,1,"[1, -42, 1]",3,,2,1,"[1, -42, 1]",2,1,"[1, -42, 1]",_od,cast,1,-42,"[-1, -42, 1]",2,1,"[1, -42, 1]"
